date,information_link,category,headlines,story_card_image,description,image_video_links
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-dream-t20i-run-in-2022-12605-05-11-2022,Sports,Virat Kohli's dream T20I run in 2022,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,There were questions on his form and even his place in T20I squad following a string of below-par performances.,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12605/assets/5.jpeg?time=1667656577
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-dream-t20i-run-in-2022-12605-05-11-2022,Sports,Virat Kohli's dream T20I run in 2022,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"However, the star batter has turned things around during the Asia Cup and has actually turned 2022 into one of his best years in the shortest format of the game.",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12605/assets/6.jpeg?time=1667656577
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-dream-t20i-run-in-2022-12605-05-11-2022,Sports,Virat Kohli's dream T20I run in 2022,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"At the Asia Cup, Kohli was able to end his international century drought as he brought up his maiden ton against Afghanistan.",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12605/assets/7.jpeg?time=1667656577
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-dream-t20i-run-in-2022-12605-05-11-2022,Sports,Virat Kohli's dream T20I run in 2022,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,The Indian star was the second-highest run-getter in the tournament and carried the form into Australia for the T20 World Cup.,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12605/assets/8.jpeg?time=1667656577
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-dream-t20i-run-in-2022-12605-05-11-2022,Sports,Virat Kohli's dream T20I run in 2022,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Kohli currently has 220 runs in the tournament, which makes him the highest run-getter at this point with a staggering average of 220.",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12605/assets/9.jpeg?time=1667656578
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-dream-t20i-run-in-2022-12605-05-11-2022,Sports,Virat Kohli's dream T20I run in 2022,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,The Indian star is fourth on the highest run-getters in T20Is this year with 705 runs to his name at an average of 58.75.,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12605/assets/10.jpeg?time=1667656576
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-dream-t20i-run-in-2022-12605-05-11-2022,Sports,Virat Kohli's dream T20I run in 2022,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Given how his place in the side was questioned at the beginning of the year, Kohli has shown that he is one of the best in T20Is.",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12605/assets/11.jpeg?time=1667656576
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-top-5-sportsmanship-acts-12601-05-11-2022,Sports,Virat Kohli's top 5 sportsmanship acts,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,By SAURABH KUMAR -  - VIRAT KOHLI'S TOP 5 SPORTSMANSHIP ACTS,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12601/assets/2.jpeg?time=1667650333
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-top-5-sportsmanship-acts-12601-05-11-2022,Sports,Virat Kohli's top 5 sportsmanship acts,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"As Virat Kohli celebrates his 34th birthday, Indiatoday.in looks at those instances when he won the hearts of the fans in lieu of his beautiful gestures",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12601/assets/4.jpeg?time=1667650333
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-top-5-sportsmanship-acts-12601-05-11-2022,Sports,Virat Kohli's top 5 sportsmanship acts,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Virat Kohli won the ICC Spirit of Cricket award for his kind gesture towards Steve Smith during the India-Australia clash at the 2019 World Cup in London,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12601/assets/5.jpeg?time=1667650334
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-top-5-sportsmanship-acts-12601-05-11-2022,Sports,Virat Kohli's top 5 sportsmanship acts,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Virat Kohli handed the trophy to KS Bharat after India's historic series win over Bangladesh in 2019,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12601/assets/6.jpeg?time=1667650334
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-top-5-sportsmanship-acts-12601-05-11-2022,Sports,Virat Kohli's top 5 sportsmanship acts,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Virat Kohli produced another example of sportsman spirit against Pakistan when he checked on Wahab Riaz and put his hand on Riaz’s back, winning the fans’ hearts",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12601/assets/7.jpeg?time=1667650334
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-top-5-sportsmanship-acts-12601-05-11-2022,Sports,Virat Kohli's top 5 sportsmanship acts,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Virat Kohli offered support to Mohammad Amir and praised the Pakistan pacer when he made his return to cricket after five years in 2017,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12601/assets/8.jpeg?time=1667650334
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-top-5-sportsmanship-acts-12601-05-11-2022,Sports,Virat Kohli's top 5 sportsmanship acts,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Virat Kohli told Dinesh Karthik to not give him the strike and continue hitting big shots when he was just 1 run away from record-extending fifty,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12601/assets/9.jpeg?time=1667650334
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/virat-kohlis-top-5-sportsmanship-acts-12601-05-11-2022,Sports,Virat Kohli's top 5 sportsmanship acts,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Virat Kohli showed a brilliant piece of sportsmanship as he denied a run after throw from fielder deflected of his body during RCB vs RR IPL 2022 match,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12601/assets/10.jpeg?time=1667650332
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,By Grace Cyril - B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/2.jpeg?time=1667645761
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Athiya Shetty turns 30 on November 5. On her birthday, here's taking a look at her most sizzling looks!",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/5.mp4?time=1667645761
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Athiya always manages to nail the most tricky design and leave us wanting for more.,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/6.jpeg?time=1667645761
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,An oversized shirt is a perfect go-to for comfort style.,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/7.jpeg?time=1667645762
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Athiya combines this minimalist outfit with vibrant summer ready prints.,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/8.jpeg?time=1667645762
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,The actress has always been a fashion lover!,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/9.jpeg?time=1667645762
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Athiya Shetty’s floral set is ideal for any occasion.,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/10.jpeg?time=1667645760
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Athiya Shetty is giving us major fashion goals in this blue netted saree.,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/11.jpeg?time=1667645760
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"So sizzling, isn't she?",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/12.jpeg?time=1667645760
"November 05, 2022",https://www.indiatoday.in/visualstories/entertainment/bday-girl-athiya-shettys-sizzling-pics-12600-05-11-2022,Entertainment,B'day Girl Athiya Shetty's sizzling pics,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Happy Birthday, Athiya Shetty!",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12600/assets/14.mp4?time=1667645760
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/off-the-field-fun-with-virat-kohli-12594-05-11-2022,Sports,Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,By Priya Nagi - Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12594/assets/2.jpeg?time=1667638084
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/off-the-field-fun-with-virat-kohli-12594-05-11-2022,Sports,Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Virat Kohli shares a special bond with his teammates off the field. (Credits: Instagram/Virat Kohli),https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12594/assets/4.jpeg?time=1667638084
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/off-the-field-fun-with-virat-kohli-12594-05-11-2022,Sports,Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Kohli is as funny off the field as he is aggressive on the field,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12594/assets/5.jpeg?time=1667638084
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/off-the-field-fun-with-virat-kohli-12594-05-11-2022,Sports,Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Kohli enjoys spending time with animals whenever he gets time,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12594/assets/6.jpeg?time=1667638085
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/off-the-field-fun-with-virat-kohli-12594-05-11-2022,Sports,Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Kohli also enjoys to show off his dancing skills with his teammates,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12594/assets/8.mp4?time=1667638085
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/off-the-field-fun-with-virat-kohli-12594-05-11-2022,Sports,Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"The former India captain is celebrating his 34th birthday on November 5, 2022",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12594/assets/9.jpeg?time=1667638085
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/off-the-field-fun-with-virat-kohli-12594-05-11-2022,Sports,Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Kohli played the best knock of his career, guiding India to a 4-wicket win over Pakistan in a T20 World Cup match. (Credits: ICC)",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12594/assets/11.mp4?time=1667638083
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/off-the-field-fun-with-virat-kohli-12594-05-11-2022,Sports,Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"He is currently the top run scorer at the 2022 T20 World Cup, having scored 220 runs in 4 matches",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12594/assets/13.mp4?time=1667638083
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/off-the-field-fun-with-virat-kohli-12594-05-11-2022,Sports,Off the field fun with Virat Kohli,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Kohli is the leading run scorer in the history of the men's T20 World Cup,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12594/assets/14.jpeg?time=1667638084
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/kohli-and-anushka-shower-love-on-each-other-12592-05-11-2022,Sports,Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,By Priya Nagi - Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12592/assets/2.jpeg?time=1667635209
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/kohli-and-anushka-shower-love-on-each-other-12592-05-11-2022,Sports,Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Virat Kohli and Anushka Sharma never miss a chance to express their love for each other. (Credits: Instagram/Anushka Sharma),https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12592/assets/4.jpeg?time=1667635209
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/kohli-and-anushka-shower-love-on-each-other-12592-05-11-2022,Sports,Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,The perfect couple's daughter Vamika completed their family in January 2021,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12592/assets/5.jpeg?time=1667635209
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/kohli-and-anushka-shower-love-on-each-other-12592-05-11-2022,Sports,Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"On Kohli's 34th birthday (November 5, 2022), Anushka shared some unseen pictures of him",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12592/assets/6.jpeg?time=1667635209
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/kohli-and-anushka-shower-love-on-each-other-12592-05-11-2022,Sports,Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"""It's your birthday my love, so obviously, I chose your best angles and photos for this post. Love you in every state and form and way""- Anushka said",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12592/assets/7.jpeg?time=1667635209
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/kohli-and-anushka-shower-love-on-each-other-12592-05-11-2022,Sports,Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Kohli was all hearts as he reacted with a laughing emoji alongside showering hearts on his wife,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12592/assets/8.jpeg?time=1667635209
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/kohli-and-anushka-shower-love-on-each-other-12592-05-11-2022,Sports,Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"On Anushka's birthday on May 1, 2022, Kohli had expressed his admiration for the Bollywood actress",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12592/assets/9.webp?time=1667635210
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/kohli-and-anushka-shower-love-on-each-other-12592-05-11-2022,Sports,Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"""Thank god you were born. I don’t know what I would do without you. You’re truly beautiful inside out""- Kohli said",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12592/assets/10.jpeg?time=1667635208
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/kohli-and-anushka-shower-love-on-each-other-12592-05-11-2022,Sports,Kohli and Anushka shower love on each other,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Virat Kohli and Anushka Sharma tied the knot on December 11 in 2017 in a private ceremony in Italy,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12592/assets/11.jpeg?time=1667635208
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/hardik-pandyas-morning-cuddles-with-son-12590-05-11-2022,Sports,Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,By Priya Nagi - Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12590/assets/2.jpeg?time=1667633527
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/hardik-pandyas-morning-cuddles-with-son-12590-05-11-2022,Sports,Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,India all-rounder Hardik Pandya spent some quality time with his family in Australia. (Credits: Instagram),https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12590/assets/4.jpeg?time=1667633527
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/hardik-pandyas-morning-cuddles-with-son-12590-05-11-2022,Sports,Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"When Pandya is not playing or training, he showers love on his son Agastya",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12590/assets/5.jpeg?time=1667633528
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/hardik-pandyas-morning-cuddles-with-son-12590-05-11-2022,Sports,Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,The father-son duo are shared their bond on the sidelines of the T20 World Cup,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12590/assets/6.jpeg?time=1667633528
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/hardik-pandyas-morning-cuddles-with-son-12590-05-11-2022,Sports,Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"""My morning cuddles and kisses"" - Pandya said on Instagram",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12590/assets/7.jpeg?time=1667633528
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/hardik-pandyas-morning-cuddles-with-son-12590-05-11-2022,Sports,Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,The India all-rounder's son was born on July 30 this year,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12590/assets/8.jpeg?time=1667633528
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/hardik-pandyas-morning-cuddles-with-son-12590-05-11-2022,Sports,Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Pandya's wife Natasa Stankovic and son Agastya joined him in Australia for the T20 World Cup,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12590/assets/9.jpeg?time=1667633528
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/hardik-pandyas-morning-cuddles-with-son-12590-05-11-2022,Sports,Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Pandya has been taking crucial wickets for India at the 2022 tournament,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12590/assets/10.jpeg?time=1667633526
"November 05, 2022",https://www.indiatoday.in/visualstories/sports/hardik-pandyas-morning-cuddles-with-son-12590-05-11-2022,Sports,Hardik Pandya's morning cuddles with son,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Pandya played second fiddle to Virat Kohli to help India secure victory over Pakistan,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12590/assets/11.jpeg?time=1667633527
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/amid-poor-form-babar-eyes-another-feat-12585-04-11-2022,Sports,Babar eyes another feat amid poor form,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,By Sabyasachi Chowdhury -  - Babar eyes another featAMID POOR FORM,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12585/assets/2.jpeg?time=1667586771
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/amid-poor-form-babar-eyes-another-feat-12585-04-11-2022,Sports,Babar eyes another feat amid poor form,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Babar Azam is going through a torrid run of late,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12585/assets/4.jpeg?time=1667586771
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/amid-poor-form-babar-eyes-another-feat-12585-04-11-2022,Sports,Babar eyes another feat amid poor form,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"In T20 World Cup 2022, Babar is yet to cross the
single-digit score",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12585/assets/5.jpeg?time=1667586771
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/amid-poor-form-babar-eyes-another-feat-12585-04-11-2022,Sports,Babar eyes another feat amid poor form,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Babar Azam has scored only 14 runs from 4 matches at an
average of 3.50",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12585/assets/6.jpeg?time=1667586771
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/amid-poor-form-babar-eyes-another-feat-12585-04-11-2022,Sports,Babar eyes another feat amid poor form,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Amid his poor run of form, Babar has a chance to achieve
another milestone",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12585/assets/7.jpeg?time=1667586771
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/amid-poor-form-babar-eyes-another-feat-12585-04-11-2022,Sports,Babar eyes another feat amid poor form,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Babar is only 35 runs away from becoming the first batter to
score 2000 international runs in 2022",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12585/assets/8.jpeg?time=1667586771
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/amid-poor-form-babar-eyes-another-feat-12585-04-11-2022,Sports,Babar eyes another feat amid poor form,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"In 37 matches this year, Babar has scored 1965 runs at an
average of 53.10",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12585/assets/9.jpeg?time=1667586771
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/amid-poor-form-babar-eyes-another-feat-12585-04-11-2022,Sports,Babar eyes another feat amid poor form,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Babar has racked up 6 hundreds and 13 half-centuries,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12585/assets/10.jpeg?time=1667586769
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/amid-poor-form-babar-eyes-another-feat-12585-04-11-2022,Sports,Babar eyes another feat amid poor form,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Can Babar get to the 2000-run mark when Pakistan face
Bangladesh on Sunday?",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12585/assets/11.jpeg?time=1667586770
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/sania-mirzas-strength-on-hardest-days-12584-04-11-2022,Sports,Sania Mirza's strength on hardest days,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,By Sabyasachi Chowdhury -  - Sania Mirza’s strength on ‘hardest days’,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12584/assets/2.jpeg?time=1667585062
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/sania-mirzas-strength-on-hardest-days-12584-04-11-2022,Sports,Sania Mirza's strength on hardest days,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,Sania Mirza keeps sharing posts on her son Izhaan Mirza Malik on various social media platforms,https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12584/assets/4.jpeg?time=1667585062
"November 04, 2022",https://www.indiatoday.in/visualstories/sports/sania-mirzas-strength-on-hardest-days-12584-04-11-2022,Sports,Sania Mirza's strength on hardest days,https://akm-img-a-in.tosshub.com/sites/visualstory/indiatoday/img/0.png?size=230:307,"Recently, she dropped a heartfelt post on her son's 4th birthday",https://akm-img-a-in.tosshub.com/sites/visualstory/stories/2022_11/story_12584/assets/5.jpeg?time=1667585063
